p, k, repitition, day
0.110000,40,0,11
0.110000,41,0,11
0.110000,42,0,11
0.110000,43,0,11
0.110000,44,0,11
0.120000,1,0,43
0.120000,2,0,19
0.120000,3,0,17
0.120000,4,0,15
0.120000,5,0,15
0.120000,6,0,15
0.120000,7,0,13
0.120000,8,0,13
0.120000,9,0,13
0.120000,10,0,13
0.120000,11,0,13
0.120000,12,0,11
0.120000,13,0,13
0.120000,14,0,11
0.120000,15,0,11
0.120000,16,0,11
0.120000,17,0,11
0.120000,18,0,11
0.120000,19,0,11
0.120000,20,0,11
0.120000,21,0,11
0.120000,22,0,11
0.120000,23,0,11
0.120000,24,0,11
0.120000,25,0,11
0.120000,26,0,11
0.120000,27,0,11
0.120000,28,0,11
0.120000,29,0,11
0.120000,30,0,11
0.120000,31,0,11
0.120000,32,0,11
0.120000,33,0,11
0.120000,34,0,11
0.120000,35,0,11
0.120000,36,0,11
0.120000,37,0,11
0.120000,38,0,11
0.120000,39,0,11
0.120000,40,0,11
0.120000,41,0,11
0.120000,42,0,11
0.120000,43,0,11
0.120000,44,0,11
0.130000,1,0,35
0.130000,2,0,19
0.130000,3,0,17
0.130000,4,0,15
0.130000,5,0,15
0.130000,6,0,13
0.130000,7,0,13
0.130000,8,0,13
0.130000,9,0,13
0.130000,10,0,13
0.130000,11,0,13
0.130000,12,0,13
0.130000,13,0,13
0.130000,14,0,11
0.130000,15,0,11
0.130000,16,0,11
0.130000,17,0,11
0.130000,18,0,11
0.130000,19,0,11
0.130000,20,0,11
0.130000,21,0,11
0.130000,22,0,11
0.130000,23,0,11
0.130000,24,0,11
0.130000,25,0,11
0.130000,26,0,11
0.130000,27,0,11
0.130000,28,0,11
0.130000,29,0,11
0.130000,30,0,11
0.130000,31,0,11
0.130000,32,0,11
0.130000,33,0,11
0.130000,34,0,11
0.130000,35,0,11
0.130000,36,0,11
0.130000,37,0,11
0.130000,38,0,11
0.130000,39,0,11
0.130000,40,0,11
0.130000,41,0,11
0.130000,42,0,11
0.130000,43,0,11
0.130000,44,0,11
0.140000,1,0,41
0.140000,2,0,19
0.140000,3,0,17
0.140000,4,0,15
0.140000,5,0,15
0.140000,6,0,13
0.140000,7,0,13
0.140000,8,0,13
0.140000,9,0,13
0.140000,10,0,13
0.140000,11,0,13
0.140000,12,0,11
0.140000,13,0,11
0.140000,14,0,11
0.140000,15,0,11
0.140000,16,0,11
0.140000,17,0,11
0.140000,18,0,11
0.140000,19,0,11
0.140000,20,0,11
0.140000,21,0,11
0.140000,22,0,11
0.140000,23,0,11
0.140000,24,0,11
0.140000,25,0,11
0.140000,26,0,11
0.140000,27,0,11
0.140000,28,0,11
0.140000,29,0,11
0.140000,30,0,11
0.140000,31,0,11
0.140000,32,0,11
0.140000,33,0,11
0.140000,34,0,11
0.140000,35,0,11
0.140000,36,0,11
0.140000,37,0,11
0.140000,38,0,11
0.140000,39,0,11
0.140000,40,0,11
0.140000,41,0,11
0.140000,42,0,11
0.140000,43,0,11
0.140000,44,0,11
0.150000,1,0,35
0.150000,2,0,19
0.150000,3,0,17
0.150000,4,0,15
0.150000,5,0,15
0.150000,6,0,13
0.150000,7,0,13
0.150000,8,0,13
0.150000,9,0,13
0.150000,10,0,13
0.150000,11,0,11
0.150000,12,0,11
0.150000,13,0,11
0.150000,14,0,11
0.150000,15,0,11
0.150000,16,0,11
0.150000,17,0,11
0.150000,18,0,11
0.150000,19,0,11
0.150000,20,0,11
0.150000,21,0,11
0.150000,22,0,11
0.150000,23,0,11
0.150000,24,0,11
0.150000,25,0,11
0.150000,26,0,11
0.150000,27,0,11
0.150000,28,0,11
0.150000,29,0,11
0.150000,30,0,11
0.150000,31,0,11
0.150000,32,0,11
0.150000,33,0,11
0.150000,34,0,11
0.150000,35,0,11
0.150000,36,0,11
0.150000,37,0,11
0.150000,38,0,11
0.150000,39,0,11
0.150000,40,0,11
0.150000,41,0,11
0.150000,42,0,11
0.150000,43,0,11
0.150000,44,0,11
0.160000,1,0,35
0.160000,2,0,19
0.160000,3,0,17
0.160000,4,0,15
0.160000,5,0,15
0.160000,6,0,13
0.160000,7,0,13
0.160000,8,0,13
0.160000,9,0,13
0.160000,10,0,13
0.160000,11,0,13
0.160000,12,0,11
0.160000,13,0,11
0.160000,14,0,11
0.160000,15,0,11
0.160000,16,0,11
0.160000,17,0,11
0.160000,18,0,11
0.160000,19,0,11
0.160000,20,0,11
0.160000,21,0,11
0.160000,22,0,11
0.160000,23,0,11
0.160000,24,0,11
0.160000,25,0,11
0.160000,26,0,11
0.160000,27,0,11
0.160000,28,0,11
0.160000,29,0,11
0.160000,30,0,11
0.160000,31,0,11
0.160000,32,0,11
0.160000,33,0,11
0.160000,34,0,11
0.160000,35,0,11
0.160000,36,0,11
0.160000,37,0,11
0.160000,38,0,11
0.160000,39,0,11
0.160000,40,0,11
0.160000,41,0,11
0.160000,42,0,11
0.160000,43,0,9
0.160000,44,0,11
0.170000,1,0,34
0.170000,2,0,19
0.170000,3,0,15
0.170000,4,0,15
0.170000,5,0,15
0.170000,6,0,13
0.170000,7,0,13
0.170000,8,0,13
0.170000,9,0,13
0.170000,10,0,13
0.170000,11,0,11
0.170000,12,0,11
0.170000,13,0,11
0.170000,14,0,11
0.170000,15,0,11
0.170000,16,0,11
0.170000,17,0,11
0.170000,18,0,11
0.170000,19,0,11
0.170000,20,0,11
0.170000,21,0,11
0.170000,22,0,11
0.170000,23,0,11
0.170000,24,0,11
0.170000,25,0,11
0.170000,26,0,11
0.170000,27,0,11
0.170000,28,0,11
0.170000,29,0,11
0.170000,30,0,11
0.170000,31,0,11
0.170000,32,0,11
0.170000,33,0,11
0.170000,34,0,11
0.170000,35,0,11
0.170000,36,0,11
0.170000,37,0,11
0.170000,38,0,11
0.170000,39,0,11
0.170000,40,0,11
0.170000,41,0,11
0.170000,42,0,11
0.170000,43,0,11
0.170000,44,0,11
0.180000,1,0,27
0.180000,2,0,17
0.180000,3,0,15
0.180000,4,0,15
0.180000,5,0,13
0.180000,6,0,13
0.180000,7,0,13
0.180000,8,0,13
0.180000,9,0,13
0.180000,10,0,13
0.180000,11,0,11
0.180000,12,0,11
0.180000,13,0,11
0.180000,14,0,11
0.180000,15,0,11
0.180000,16,0,11
0.180000,17,0,11
0.180000,18,0,11
0.180000,19,0,11
0.180000,20,0,11
0.180000,21,0,11
0.180000,22,0,11
0.180000,23,0,11
0.180000,24,0,11
0.180000,25,0,11
0.180000,26,0,11
0.180000,27,0,11
0.180000,28,0,11
0.180000,29,0,11
0.180000,30,0,11
0.180000,31,0,11
0.180000,32,0,11
0.180000,33,0,11
0.180000,34,0,11
0.180000,35,0,11
0.180000,36,0,11
0.180000,37,0,11
0.180000,38,0,11
0.180000,39,0,11
0.180000,40,0,11
0.180000,41,0,11
0.180000,42,0,11
0.180000,43,0,11
0.180000,44,0,11
0.190000,1,0,30
0.190000,2,0,19
0.190000,3,0,15
0.190000,4,0,15
0.190000,5,0,13
0.190000,6,0,13
0.190000,7,0,13
0.190000,8,0,13
0.190000,9,0,13
0.190000,10,0,11
0.190000,11,0,11
0.190000,12,0,11
0.190000,13,0,11
0.190000,14,0,11
0.190000,15,0,11
0.190000,16,0,11
0.190000,17,0,11
0.190000,18,0,11
0.190000,19,0,11
0.190000,20,0,11
0.190000,21,0,11
0.190000,22,0,11
0.190000,23,0,11
0.190000,24,0,11
0.190000,25,0,11
0.190000,26,0,11
0.190000,27,0,11
0.190000,28,0,11
0.190000,29,0,11
0.190000,30,0,11
0.190000,31,0,11
0.190000,32,0,11
0.190000,33,0,11
0.190000,34,0,11
0.190000,35,0,11
0.190000,36,0,11
0.190000,37,0,11
0.190000,38,0,11
0.190000,39,0,11
0.190000,40,0,11
0.190000,41,0,11
0.190000,42,0,11
0.190000,43,0,11
0.190000,44,0,11
